measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,11,Indonesia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,3.0583782854307584,3.72145384904494,2.387922199615411
1,Deaths,27,Samoa,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,19.00038393724632,26.29508219321989,12.51672018116192
1,Deaths,27,Samoa,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,7.715755831583864,10.416551301508488,5.3827605656238235
1,Deaths,27,Samoa,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,13.48712462548974,18.350510264895675,9.387404010072883
1,Deaths,26,Papua New Guinea,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,5.326150863563204,8.422579324397395,3.8509473537542185
1,Deaths,26,Papua New Guinea,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,1.9280332772322832,2.543869594863377,1.4596666432942258
1,Deaths,26,Papua New Guinea,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,3.67455350267487,5.331933034588058,2.7643024596837473
1,Deaths,182,Malawi,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,22.5586678647836,28.33831026035887,17.40181884044788
1,Deaths,182,Malawi,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,4.258964330711035,5.280996335246217,3.2718421870257335
1,Deaths,182,Malawi,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,12.350978088009667,15.283704834173381,9.713426837048939
1,Deaths,25,Micronesia (Federated States of),1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,35.38793291743882,48.55784179932002,21.556257735031753
1,Deaths,25,Micronesia (Federated States of),2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,11.041611674895258,14.774507397405834,7.259127915548433
1,Deaths,25,Micronesia (Federated States of),3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,23.33968015605459,30.820047224821224,15.35022750120915
1,Deaths,59,Latvia,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,30.89195758118124,33.0833178941955,29.096023588813594
1,Deaths,59,Latvia,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,4.714071512444826,5.208175623301592,4.275378791207053
1,Deaths,59,Latvia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,16.744570651537273,17.951653593298204,15.740412952286542
1,Deaths,58,Estonia,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,22.384104708146655,24.305718564462133,20.64597487685653
1,Deaths,58,Estonia,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,3.8843303599208516,4.302630424536377,3.501970211371423
1,Deaths,58,Estonia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,12.418871911222258,13.43153945150491,11.468232177398619
1,Deaths,183,Mauritius,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,13.327260828533733,14.3195849053326,12.30478981590738
1,Deaths,183,Mauritius,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,3.717247966735664,4.128210459471863,3.3260046337300606
1,Deaths,183,Mauritius,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,8.458779669776284,9.013962462119705,7.931522445553136
1,Deaths,75,Austria,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,19.214956033672042,19.981694560175054,18.5025783654036
1,Deaths,75,Austria,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,5.422227144510955,5.734579331004478,5.141862797750421
1,Deaths,75,Austria,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,11.989119881421848,12.412049575378242,11.563372953368493
1,Deaths,43,Albania,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,7.188618330811473,9.539456862446015,4.024612823116702
1,Deaths,43,Albania,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,3.161861841751561,4.0849272777949075,2.3548602686993543
1,Deaths,43,Albania,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,5.1493268889348665,6.640209547664019,3.441827533511006
1,Deaths,215,Sao Tome and Principe,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,3.988635649860331,5.093691599012281,2.5492146476925615
1,Deaths,215,Sao Tome and Principe,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,1.2254053882707217,1.5599802190551941,0.9593842251046876
1,Deaths,215,Sao Tome and Principe,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,2.5864918231758374,3.227200429663069,1.8245499975548294
1,Deaths,14,Maldives,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,5.735167702647344,7.132222803524187,4.465989644602461
1,Deaths,14,Maldives,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,0.8999646431534403,1.0517533532309673,0.7597401441426036
1,Deaths,14,Maldives,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,3.6972788200951032,4.499529674358489,2.9835902920343274
1,Deaths,41,Uzbekistan,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,17.172837939287245,18.139186607185778,16.183611825522192
1,Deaths,41,Uzbekistan,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,7.0991270014574415,7.571152462472572,6.6467169234801515
1,Deaths,41,Uzbekistan,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,11.931351281121968,12.53969294025715,11.31180997478171
1,Deaths,30,Vanuatu,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,30.501168746426455,42.09368264544123,18.84083566978498
1,Deaths,30,Vanuatu,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,9.040234386977534,12.46991806519053,6.181115590621248
1,Deaths,30,Vanuatu,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,19.764701264219116,26.83423666536273,12.92018004464082
1,Deaths,169,Central African Republic,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,34.63443336721945,50.01202123953547,23.44131033610143
1,Deaths,169,Central African Republic,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,8.058860767457045,11.314831092628886,5.520026476355737
1,Deaths,169,Central African Republic,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,20.19769587014343,28.128535522619533,13.96786590336579
1,Deaths,90,Norway,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,13.219224845652317,14.013262795689672,12.630600236428497
1,Deaths,90,Norway,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,5.29033310387965,5.614807748965923,5.025159252977271
1,Deaths,90,Norway,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,9.274174563811675,9.776663186203345,8.889772706440759
1,Deaths,108,Belize,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,12.29588455845593,13.371028538304143,11.264772986156926
1,Deaths,108,Belize,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,1.8389629962409935,2.0483438418572804,1.6533236955054809
1,Deaths,108,Belize,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,7.053050674503106,7.609164902456833,6.521842018964945
1,Deaths,91,Portugal,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,14.03532079524848,14.791610241461814,13.337905956742338
1,Deaths,91,Portugal,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,3.834063685069474,4.095319959791871,3.573248225745111
1,Deaths,91,Portugal,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,8.509027369044555,8.91011466138005,8.098769336327418
1,Deaths,154,Tunisia,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,4.845367951272599,7.195085576362898,3.2605671610013665
1,Deaths,154,Tunisia,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,2.0033444493293557,2.9063225075686283,1.245777276712775
1,Deaths,154,Tunisia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,3.387033097213743,4.8124899395604395,2.3314441206849477
1,Deaths,44,Bosnia and Herzegovina,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,14.691301019768318,16.259950414973606,9.37926836776349
1,Deaths,44,Bosnia and Herzegovina,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,3.235893352444754,3.504492204961702,2.9650783104685643
1,Deaths,44,Bosnia and Herzegovina,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,8.723895750026086,9.511079136926558,6.18155469486796
1,Deaths,62,Russian Federation,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,45.75858942821159,48.198363267711166,44.61751492135872
1,Deaths,62,Russian Federation,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,8.44540315644281,8.783899803913188,8.247086179287338
1,Deaths,62,Russian Federation,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,25.716318836141667,26.991473817865888,25.14553567861907
1,Deaths,10,Cambodia,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,8.109958049474546,10.12429628093401,6.029915111670044
1,Deaths,10,Cambodia,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,2.913824258740854,3.591074562018319,2.2725799987273714
1,Deaths,10,Cambodia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,5.297064295839134,6.468396417851835,4.089669062853867
1,Deaths,170,Congo,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,19.227966263562692,25.732555346963448,14.27488173414753
1,Deaths,170,Congo,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,6.6695228485893665,8.839176941333605,4.925596499949011
1,Deaths,170,Congo,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,12.555373104216043,16.529784777777365,9.46634619467705
1,Deaths,93,Sweden,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,16.385792741853937,16.907815874831826,15.809937984390844
1,Deaths,93,Sweden,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,6.865095761487195,7.182666920910862,6.565167780486548
1,Deaths,93,Sweden,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,11.616560114572584,11.94508799740931,11.282512917677606
1,Deaths,7,Democratic People's Republic of Korea,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,12.898650716493687,20.565655302970242,8.994940069004112
1,Deaths,7,Democratic People's Republic of Korea,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,7.864770638658482,10.454657105589142,5.880580172455271
1,Deaths,7,Democratic People's Republic of Korea,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,10.082681376764524,14.285300464096073,7.682101566060902
1,Deaths,218,Togo,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,21.291410060881564,27.700631903673145,14.615072556303662
1,Deaths,218,Togo,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,5.433101303885991,7.408419024281325,3.9925422206253605
1,Deaths,218,Togo,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,12.33694463025727,15.824111254513868,9.029749861475697
1,Deaths,15,Myanmar,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,6.980204698163979,8.878464176783515,4.9307317547470655
1,Deaths,15,Myanmar,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,1.4620636457366498,1.891153199278015,1.1205040856760426
1,Deaths,15,Myanmar,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,4.039252248519767,5.10141355772323,3.0250210034602794
1,Deaths,153,Syrian Arab Republic,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,3.7607145419783246,4.9357328258298905,2.5292153319578565
1,Deaths,153,Syrian Arab Republic,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,0.9141093745926101,1.2006003024184835,0.6723271827610127
1,Deaths,153,Syrian Arab Republic,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,2.2865149680138392,2.9040643902272936,1.6359590009869334
1,Deaths,200,Benin,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,18.324672157459243,25.040224876399357,13.05585465104306
1,Deaths,200,Benin,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,5.4632375962883755,7.235544716668209,4.009500217083465
1,Deaths,200,Benin,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,11.414098621765616,15.050435709933224,8.533720437935562
1,Deaths,140,Bahrain,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,6.990137170356016,8.566347731491051,4.774268553342972
1,Deaths,140,Bahrain,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,2.3441166074057342,2.786801556839872,1.9360979257014315
1,Deaths,140,Bahrain,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,5.171789339494253,6.199616504802909,3.8174671910833937
1,Deaths,121,Bolivia (Plurinational State of),1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,10.124926098275651,13.769718989240632,6.349251520410581
1,Deaths,121,Bolivia (Plurinational State of),2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,4.112659412819238,5.738198143332827,2.813353270379299
1,Deaths,121,Bolivia (Plurinational State of),3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,7.035201650629585,9.275095144528207,4.783123622821075
1,Deaths,139,Algeria,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,4.451136841393908,7.010028094261198,3.0582046358539103
1,Deaths,139,Algeria,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,2.948754328639639,3.9104172141823463,1.966805253707261
1,Deaths,139,Algeria,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,3.709592199973047,5.255917371590112,2.6863460404026407
1,Deaths,33,Armenia,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,14.09835298785191,15.039974017123095,13.200853031580758
1,Deaths,33,Armenia,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,3.5128118191669553,3.7934363300805694,3.2385750473729575
1,Deaths,33,Armenia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,8.351635108690678,8.82443829752142,7.857491479824438
1,Deaths,191,Zambia,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,24.350912050513273,31.19919178370348,18.521736290966214
1,Deaths,191,Zambia,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,5.751978506818587,7.383848627445494,4.47000565761488
1,Deaths,191,Zambia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,14.692414725321028,18.51611616149385,11.47711682010325
1,Deaths,152,Saudi Arabia,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,6.251987595039813,8.156756787074766,4.569020132594182
1,Deaths,152,Saudi Arabia,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,1.8084874399883766,2.305708667858801,1.4252540470464585
1,Deaths,152,Saudi Arabia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,4.457599579682622,5.745655004905544,3.32374547793224
1,Deaths,367,Monaco,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,16.02895902754703,20.819567391429683,12.320432028403559
1,Deaths,367,Monaco,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,6.27466375782231,7.964104983356807,4.952888210767136
1,Deaths,367,Monaco,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,10.989620096680138,13.94549468765449,8.672131209872871
1,Deaths,203,Cabo Verde,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,28.073751244966076,33.42535719962789,20.43035833024264
1,Deaths,203,Cabo Verde,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,5.1706724889696,5.988263043856891,4.4619602131559875
1,Deaths,203,Cabo Verde,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,16.382855414983254,19.092854734200394,12.42838049657706
1,Deaths,106,Bahamas,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,4.945717723616752,5.707379100271747,4.282791721782688
1,Deaths,106,Bahamas,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,0.9383488383428265,1.1062539104697153,0.772576160282616
1,Deaths,106,Bahamas,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,2.8243373870758157,3.258502097493839,2.4375565336031517
1,Deaths,376,Northern Mariana Islands,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,30.15402588930822,38.37713579575716,22.70985227019493
1,Deaths,376,Northern Mariana Islands,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,5.056555376041538,6.450890589138827,4.100422670161932
1,Deaths,376,Northern Mariana Islands,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,17.75209161898359,22.439707241102294,13.7505373851712
1,Deaths,107,Barbados,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,6.650844636602611,7.602856245771219,5.791343920595257
1,Deaths,107,Barbados,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,1.2116388830114981,1.409877972991146,1.0454788612304864
1,Deaths,107,Barbados,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,3.7444774230133215,4.2554452752469105,3.2723529187602236
1,Deaths,18,Thailand,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,14.02475863502522,16.65702732291673,11.29897792924695
1,Deaths,18,Thailand,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,2.9846163742240646,3.5565735611576397,2.432070951096115
1,Deaths,18,Thailand,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,8.361374442627074,9.786902856111784,6.933827716592192
1,Deaths,123,Peru,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,4.383182630845387,5.4617975378391534,2.8008129114404205
1,Deaths,123,Peru,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,1.4971719764638776,1.8949463890398515,1.195161321467227
1,Deaths,123,Peru,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,2.9102249308271366,3.5505719420607,2.131599435088237
1,Deaths,13,Malaysia,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,8.256191732732333,10.716856382076243,6.908753540028324
1,Deaths,13,Malaysia,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,2.408439169479849,2.7288089850573276,2.130349664911106
1,Deaths,13,Malaysia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,5.409669384753733,6.729218798015404,4.716941735650442
1,Deaths,176,Comoros,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,10.201220856844097,18.255084552493905,5.513302874836221
1,Deaths,176,Comoros,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,5.722767547155585,7.151000867016158,4.380375379560448
1,Deaths,176,Comoros,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,7.817352676571045,11.85392861362845,5.348694808663425
1,Deaths,34,Azerbaijan,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,6.136442266323853,7.730095967885093,3.7639571599530997
1,Deaths,34,Azerbaijan,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,1.530689919160417,1.7826347358691406,1.3291963341327724
1,Deaths,34,Azerbaijan,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,3.7391070869660186,4.596666713473408,2.593907987298186
1,Deaths,20,Viet Nam,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,11.919378857588638,15.20302639877034,7.290433636177166
1,Deaths,20,Viet Nam,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,4.710957325190689,5.791885140323492,3.674387156784656
1,Deaths,20,Viet Nam,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,8.119427133641151,10.097787183749933,5.90719813714637
1,Deaths,143,Iraq,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,8.739794764733638,11.90172945361628,6.315063602948164
1,Deaths,143,Iraq,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,3.120323842975921,4.16360199527247,2.294417324198946
1,Deaths,143,Iraq,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,5.956336507255208,7.91040027536632,4.456069166563444
1,Deaths,47,Czechia,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,19.266611057290955,20.053420646549355,18.50019811663731
1,Deaths,47,Czechia,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,3.935422395881391,4.187005809177528,3.6918509263506616
1,Deaths,47,Czechia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,11.38387611760331,11.812730547900737,10.9745311104859
1,Deaths,48,Hungary,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,25.40778539434039,26.357175283752788,24.48218903812269
1,Deaths,48,Hungary,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,6.633809240393921,7.000214053192183,6.267533140340541
1,Deaths,48,Hungary,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,15.281056073973957,15.7871854734134,14.798782848840883
1,Deaths,206,Gambia,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,13.519088584466203,20.741398861614677,7.865599024496869
1,Deaths,206,Gambia,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,5.314957860624764,6.763596837754246,4.009296011030549
1,Deaths,206,Gambia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,9.236831217014105,13.08801548512486,6.061057487215493
1,Deaths,17,Sri Lanka,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,31.933762793038454,44.201638547665766,25.496919766121895
1,Deaths,17,Sri Lanka,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,8.066630822711387,9.911154851041594,6.386324029586579
1,Deaths,17,Sri Lanka,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,19.017697203886613,25.730471102039736,15.191884919081907
1,Deaths,49,North Macedonia,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,12.084954560614062,14.122147333948265,9.161778016068292
1,Deaths,49,North Macedonia,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,3.899708837907014,4.314884664592466,3.5128103395913826
1,Deaths,49,North Macedonia,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,7.8945909202013205,8.998620674950537,6.568819576681167
1,Deaths,142,Iran (Islamic Republic of),1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,7.828307119743866,9.338733368266661,6.096185895450463
1,Deaths,142,Iran (Islamic Republic of),2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,2.7159672483929804,2.8587504567359048,2.5801136437228998
1,Deaths,142,Iran (Islamic Republic of),3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,5.29504008581114,6.117163403328784,4.423276498305916
1,Deaths,161,Bangladesh,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,7.013684838129765,9.443505730844958,5.666688481996147
1,Deaths,161,Bangladesh,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,2.3085243185721054,2.8684832134821914,1.8353564836507625
1,Deaths,161,Bangladesh,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,4.6741618515455645,5.887327803161114,3.8354036190014025
1,Deaths,36,Kazakhstan,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,44.44004753770138,47.37348702178823,41.59048325223538
1,Deaths,36,Kazakhstan,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,9.238602329594041,9.837086357743713,8.628981634981384
1,Deaths,36,Kazakhstan,3,Both,27,Age-standardized,718,Self-harm,3,Rate,2015,25.467433649796355,26.9750506384012,24.09999741854614
1,Deaths,99,Uruguay,1,Male,27,Age-standardized,718,Self-harm,3,Rate,2015,29.538936926488567,30.876524363870548,28.279809326730103
1,Deaths,99,Uruguay,2,Female,27,Age-standardized,718,Self-harm,3,Rate,2015,7.194943902348513,7.626230507838555,6.739753546789113
